course_prefix,course_number,course_title,course_desc,num_units,dept_name,inst_ipeds,metadata
CBES,627,Environmental History--Pacific,"Environmental history of the Pacific, including history of Oceania, environmental change effects on the daily lives of Pacific peoples, and how the actions of people affected environmental change.",3,Tropical Conservation and Environmental Science,141565,course_name: Environmental History--Pacific; course_number: CBES 627; cross_listing: HIST 427
CBES,631,Pono Science,"Seminar will support student dialogue on the foundations of pono science. Through discussions and structured guidance, students will explore Hawaiian ethics, implications of research, and decolonizing methodology.",1,Tropical Conservation and Environmental Science,141565,course_name: Pono Science; course_number: CBES 631
CBES,634,Extinction,This graduate seminar course is designed to examine the patterns and drivers of extinction in the modern and in the fossil record. The readings will serve as the foundation for short presentations and as discussion starters on the weekly topics.,3,Tropical Conservation and Environmental Science,141565,course_code: CBES 634; course_title: Extinction; level: graduate seminar
CBES,635,Physical Environment of Ecosys,"Examination of the influences of climate, hydrology, geology and soils on terrestrial and aquatic ecosystems. Emphasis on mechanisms of change, anthropogenic impacts and monitoring networks.",3,Tropical Conservation and Environmental Science,141565,"Course Number: CBES 635; Course Title: Physical Environment of Ecosys; Prerequisites: ['GEOL 100', 'GEOL 111', 'GEOG 101', 'BIOL 281', 'GEOG 309', ""or instructor's consent""]"
CBES,640,Adv Remote Sensing of Env.,"Digital image processing of remotely sensed data for environmental analysis and applications. Specific techniques include image classification, post classification analysis, and multi-temporal analysis for land cover change detection. Additional assigned readings from contemporary remote sensing literature.",3,Tropical Conservation and Environmental Science,141565,course_name: Adv Remote Sensing of Env.; course_number: CBES 640; dual_listed_with: GEOG 470
CBES,642,Comm Sci in HI Island Schools,For graduate students interested in improving their ability to communicate their scientific knowledge and research by designing activities and teaching in local schools or community events.  The course combines inquiry-based science teaching methods with teaching experience in a local school classroom or community event.,3,Tropical Conservation and Environmental Science,141565,Cross-listing: ED 442; Prerequisites: Acceptance in TCBES Program
CBES,644,"Law, Property, and Nature","Examines the relationship between nature, property, and legal regulation. Topics will include takings jurisprudence, land use management and ownership, riparian rights, air rights, public spaces, and the evolving relationship between culture, law, and the environment.",3,Tropical Conservation and Environmental Science,141565,"course_name: Law, Property, and Nature; course_number: CBES 644; cross_listing: POLS 444"
CBES,645,Human Dimensions &amp; Environ Sci,"This course introduces students to key social science methods used in place-based research applicable to conservation management and environmental science. Students develop knowledge of ethical research practices rooted in place and community reciprocity. From this ethical grounding, students learn about a range of social science research methods, for example Indigenous Local Knowledge (ILK), in-depth interviewing, “talk story,” survey methods, textual and visual analysis, and ethnography, drawing from western and Indigenous research practices to encourage a diverse knowledge base for conservation practitioners.",3,Tropical Conservation and Environmental Science,141565,course_name: Human Dimensions & Environ Sci; course_number: CBES 645; prerequisites: Enrollment in TCBES program or Instructor’s Consent
CBES,648,Hawaiʻi Island to 1850,"Place-based learning and research, through moʻolelo &amp; kaʻao; developing connections to place; community outreach and leadership to youth; service-learning and more; all in the context of Hawaiʻi Island history pre-1850.",3,Tropical Conservation and Environmental Science,141565,course_number: CBES 648; course_title: Hawaiʻi Island to 1850; cross_listing: HIST 448
CBES,649,Hawaiʻi Island since 1850,"A combination of place-based learning and research, through moʻolelo, 19th and 20th century histories; developing connections to place; community outreach and leadership to youth; service learning and more; all in the context of Hawaiʻi Island history.",3,Tropical Conservation and Environmental Science,141565,course_name: Hawaiʻi Island since 1850; course_number: CBES 649; dual_listed_with: HIST 449
CBES,655,Ecological Physiology,"Physiological adaptations to environmental variation including physiological and biochemical mechanisms for food acquisition and digestion, thermal energetics, respiratory gas exchange, activity metabolism and osmoregulation.",3,Tropical Conservation and Environmental Science,141565,course_name: Ecological Physiology; course_number: CBES 655; cross_listing: BIOL 443
CBES,657,Vegetation of the Hawaiian Isl,"Develops a methodology for understanding processes shaping major types of vegetation in Hawaiʻi. Intensive plant taxonomy and identification, field methods in surveying and monitoring vegetation, and application of these to overall research design.",3,Tropical Conservation and Environmental Science,141565,"course_name: Vegetation of the Hawaiian Isl; course_number: CBES 657; cross_listed: ['BIOL 457', 'ENVS 457']"
CBES,658,Insect Systematics and Ecology,"Gain an appreciation and understanding of insect diversity, taxonomy, evolution, and ecology of major endemic Hawaiian lineages of insects and introduced insects. Identify insect orders and families present in Hawai‘i, and the roles insects play as threats and beneficial organisms across all ecosystems. Applied management of insect issues will be emphasized.",3,Tropical Conservation and Environmental Science,141565,course_name: Insect Systematics and Ecology; course_number: CBES 658; cross_listing: BIOL 458
CBES,663,Fisheries Ecology,"Case studies, lectures, and class discussions provide an interactive exploration of the ecology of fishes related to management and conservation. Topics include: predator-prey theory, reproduction and early life- history, habitat selection, fish biodiversity, and response to anthropogenic climate change.",3,Tropical Conservation and Environmental Science,141565,"cross_listing: MARE  463; prerequisites: MARE  265, BIOL  281, or instructor's consent"
CBES,664,Environmental Microbiology,"Role of microorganisms in environmental science. Topics include microbial diversity, environmental applications, bioremediation, antibiotic resistance, and biogeochemical cycling. The course will be discussion based with readings from textbooks and primary literature.",3,Tropical Conservation and Environmental Science,141565,course_code: CBES 664; course_name: Environmental Microbiology
